Compound ID,SMILES,mutagenicity
5176,CCCCCC(=O)/N=c1sn(C(=O)CCCCC)c2ccc([N+](=O)[O-])cc12,1
2450,N#CCO,0
3871,Cc1c2ccccc2cc2ccc3ccccc3c12,1
2611,CC(=O)CC(=O)CCC(=O)O,0
5649,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1
2377,C=C(C)C(=O)OCCO,0
4879,CC1CNc2cc(O)c3ccc4ccccc4c3c21,1
31,C=CCOC(=O)CC(C)C,0
1225,Nc1ccc2c(N)c3ccccc3nc2c1,1
937,O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,1
1822,Oc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1
2167,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0
4526,ClC(CC(Cl)(Cl)Cl)OC(Cl)CC(Cl)(Cl)Cl,1
752,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1
4709,C[N+](=O)[N-]CO,1
309,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,1
3322,CO,0
2329,CCCCCCCCCCCC(=O)O,0
503,C[N+](=O)[O-],0
4355,Cc1cc2ccccc2c2cc3ccccc3cc12,1
2656,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,0
3961,CCC(C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1,1
2462,COc1cc(OC)c(OC)cc1C=O,0
2860,CC(=O)/C=C/c1ccc2c(c1)OCO2,0
3592,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](OC(C[C@H](C)O)O[C@@H](C)C=O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,1
495,C=Cc1cccc(C)c1,0
1405,O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2c2ccccc12,1
4102,CCCOc1cc(/N=N/c2ccc(N(CC)CC)cc2)ccc1N/N=C1C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-],1
205,C=Cc1ccccc1,0
1434,O=C(Cl)c1ccccc1,1
1135,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,0
3605,O=C(O)COc1ccc(N(CCCl)CCCl)cc1,1
868,Oc1cc(Cl)c(Cl)c(Cl)c1,0
701,O=NN1CCNCC1,1
3685,O=C1CN(CCN2CC(=O)N(CN3CCOCC3)C(=O)C2)CC(=O)N1CN1CCOCC1,1
305,Cc1cc(/N=N/c2ccccc2C)ccc1N,1
1849,Nc1ccc(-c2ccc([N+](=O)[O-])cc2N)c([N+](=O)[O-])c1,1
3910,CC(=O)c1ccc(Cl)c(Cl)c1Cl,1
5594,CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,1
1192,Nc1ccc(C=Cc2ccc(N)cc2)cc1,1
4624,O=C1CCC(=O)N1c1cc(Cl)c(Cl)c(Cl)c1,0
3808,Cn1c2ccccc2c2nn[n+]([O-])c(C(=O)OCCCl)c21,1
1534,O[C@]1[C]2O[C]2c2c3ccc4ccccc4c3ccc2[C@@]1O,1
1061,Brc1cccc(-c2ccccc2)c1,0
843,c1cnccn1,0
2845,CCN,0
3667,CCN(CC)c1cc(NC(C)=O)c(/N=N/c2ccc([N+](=O)[O-])cc2)cc1OC,1
3947,Cc1ccc(C=O)cc1,0
4283,COc1ccc2c(c1O)C(=O)c1ccccc1C2=O,0
1538,Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,1
211,Nc1ccc(Sc2ccc(N)cc2)cc1,1
1340,O=C(O)c1cc([N+](=O)[O-])cc2cccnc12,1
1108,O=c1c2ccc3c4c(ccc(c24)c2nc4ccccc4n12)c(=O)n1c2ccccc2nc31,1
1957,c1ccc2c(c1)cnc1ccccc12,1
3552,O=c1c2ccccc2sn1CC1CO1,0
4573,CC(C)c1cc(-c2ccccc2)ccc1N,1
679,CN1CCC[C@H]1c1cccnc1,0
2225,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0
5122,CCCCOS(=O)(=O)c1ccc(C)cc1,1
4981,COc1ccc2c(c1)C(=O)c1c(OC)c(OC)cc3ccnc-2c13,1
3956,COc1cccc(/C=C/c2ccc(N)cc2)c1,1
565,C=C(C)C#N,0
4747,[N-]=[N+]=NC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,1
3985,CCN(CCCl)CCCNc1c2ccccc2nc2ccccc12,1
1532,[O-]c1cccc2c1C=CC=[N+]2,1
4486,COc1ccc(CC2CO2)cc1OC,1
680,O=C(O)c1cccnc1,0
5677,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,1
180,c1ccc(NNc2ccccc2)cc1,1
5008,c1ccc(Cc2ccc(OCC3CO3)cc2)cc1,1
2133,O=C1NCCN1c1ncc([N+](=O)[O-])s1,1
3143,Cc1cc(N)c([N+](=O)[O-])cc1N,1
4999,O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,1
278,Oc1ccc(Cl)cc1Cc1ccccc1,0
5861,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,0
4012,NC(=O)OCC1[C@H](NC(=O)/C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0
1204,O=C1c2ccccc2C(=O)c2c1cc(O)c(O)c2O,1
4030,CC(C)c1cc(N)cc([N+](=O)[O-])c1N,0
432,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1
5022,C[C@H](CN=[N+]=[N-])c1ccccc1,1
289,O=P(OCCCl)(OCCCl)OCCCl,0
1858,O=Nc1cccc(-c2ccccc2)c1,1
1027,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,1
535,CC(=O)C(/N=N/c1ccc(-c2ccc(/N=N/C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0
1559,O=C1C=Cc2c(ccc3ccccc23)C1=O,1
4401,Cc1c(O)cc2c(c1O)C(=O)c1cccc(O)c1C2=O,1
993,O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,1
1187,O=[N+]([O-])C1=Cc2ccc3ccc4cccc5cc1c2c3c45,1
188,CCNC(=O)Nc1ncc([N+](=O)[O-])s1,1
2477,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,0
3617,O=NN1CCSC1C(O)C(O)C(O)CO,0
5698,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1[125I],0
2476,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0
4129,O=C(O)Cc1ccc([N+](=O)[O-])cc1,1
706,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
4702,Cc1ccc2c(c1)c(C)c1c3ccccc3nc-1n2C,1
420,CCCCCCCCCCCCN(C)N=O,1
2018,O=C1c2ccccc2-c2c1ccc1ccccc21,1
270,C[N+]([O-])(CCCl)CCCl,1
2063,O[C@]1C=Cc2cc3ccc4cccc5ccc(c3c45)c2[C@]1O,1
2480,C=CC(=O)OCCO,0
4789,ClCCBr,1
3217,N#CC1=C(C#N)SCCS1,0
2653,CS(=O)(=O)c1ccc(O)c(N)c1,0
2922,Cc1cc(=O)oc2cc(O)ccc12,0
2144,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0
4557,COc1ccc(N(CCCl)CCCl)c2oc([N+](=O)[O-])cc12,1
111,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0
1170,Nc1cccc(C(F)(F)F)c1,0
1391,Nc1snc2c(Cl)cc(Cl)cc12,1
5005,CC(=O)OCN(CCCCl)N=O,1
3339,Nc1nc(-c2ccccc2)c(CCO)c2ncnn12,0
220,ClCOCCl,1
2053,Oc1ccc2c3ccccc3c3cc4ccccc4cc3c2c1O,1
627,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1
5358,Cc1cnc2c(n1)c(C)c(C)c1c2nc(N)n1C,1
4342,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0
83,C=C(Cl)Cl,1
5017,O=CC1=CCCC2CC12C=O,1
790,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1
2721,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,1
461,C1CCOC1,0
5157,ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1
551,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,0
4932,Cn1c(N)nc2nc3ccccc3cc21,1
3497,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,0
2644,CC(C#N)CCC#N,0
2754,CC(O)COC(C)(C)C,1
5860,O=[13C]1[13CH]=[13C]2[13C](=[13CH][13CH2]O[13CH]2O)O1,0
650,CCCCCCN(N=O)C(N)=O,1
708,c1ccc2sc(SN3CCOCC3)nc2c1,0
3603,COc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,1
5312,CC(=O)N(C)N=O,1
2569,CCCCCCCCC1CO1,0
1424,O=Nc1ccc(-c2ccccc2)cc1,1
1216,O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,0
4475,CC(C)Sc1cc(Cc2ccc(N)c(SC(C)C)c2)ccc1N,1
1924,Nc1ccc(Sc2ccccc2)cc1,1
5296,NCCCl,1
3411,COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,1
314,Cc1cc(=O)[nH]c(=S)[nH]1,0
3148,COc1cc(N)c(C)cc1N,0
1427,c1cc(-c2ccncc2)ccn1,1
2535,CC(=O)C=O,1
2809,CC=C(Cl)Cl,0
2706,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,1
3341,C=CS(C)(=O)=O,0
4315,CC[C@@H](CO)NCCN[C@@H](CC)CO,0
5302,O=C1CCc2c1cc(C(F)(F)F)c1c2ccc2ccccc21,1
5865,Cc1cc(O)c2c(c1O)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)c(O)c4C(=O)C321,0
2418,CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,0
684,CC[N+](=O)[O-],0
4295,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,0
2103,Fc1ccc2cccnc2c1F,1
2603,C=CCc1ccc(O)cc1,0
2516,CC(O)CC(C)(C)O,0
326,CCCCN(CCCCO)N=O,1
4905,O=C(NCc1ccccc1)C(Cl)c1ccccc1,1
2763,CCOP(=O)(C#N)N(C)C,0
5072,Cn1c(N)nc2cc(Cl)ccc21,1
2233,Fc1c(F)c(F)c(Cl)c(F)c1F,0
3869,CN(C)c1ccc(/N=N/c2cccc3ccccc23)cc1,1
2913,CCCCOC(=O)c1ccc(N)cc1,0
3612,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc([N+](=O)[O-])cc1,1
348,Cc1ncc([N+](=O)[O-])n1CCO,1
1626,O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,1
4094,COc1cc(OC)c2c(=O)c3c(O)ccc(OC)c3oc2c1,1
871,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,1
2834,CCCCN(CC)CC,0
2240,COc1cc(NC(C)CCCN)c2ncccc2c1,1
4601,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,1
4587,CC(C)COS(=O)(=O)c1ccccc1,1
4083,Cc1ccc(OCC2CO2)cc1,1
1877,O[C@]1C=Cc2c3cc4ccccc4c4c3c(cc2[C@@]1O)-c1ccccc1-4,1
4633,Cc1ccc(C)c2c1ccc1ccccc12,1
5064,C1CN1c1nc(N2CC2)nc(N2CC2)n1,1
2275,Cc1ccc(CO)cc1,0
494,C=CCOCC1CO1,1
5439,Cc1cc(C)c(N/N=C2/C(=O)C(S(=O)(=O)[O-])=Cc3cc(S(=O)(=O)[O-])ccc32)cc1C,1
4210,Cc1ccc(N)c([N+](=O)[O-])c1,0
4818,O=[N+]([O-])c1ccc2c3c(c4c([N+](=O)[O-])ccc5ccc1c2c54)CCCC3,1
1270,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,1
3618,CN(C)CCNS(=O)(=O)c1cccc2cccnc12,0
2519,CC(C)C#N,1
4848,CN(C)c1ccc(/N=N/c2ccc3[nH]ncc3c2)cc1,1
618,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0
5021,C[C@@H](CN=[N+]=[N-])c1ccccc1,1
3697,CCCCCC(O)CC(=O)CCC1CCC(O)C(OC)C1,1
4836,CC[C@H](C)OS(C)(=O)=O,1
5307,O=C1CCCCC1=O,1
5259,CC(C)(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1
1413,O=[N+]([O-])c1ccc2c(c1)cc([N+](=O)[O-])c1ccc([N+](=O)[O-])cc12,1
3263,O=[N+]([O-])c1ccc(/N=N/c2ccc(N(CCO)CCO)cc2)c([N+](=O)[O-])c1,1
4378,Cc1ccc2c(c1O)C(=O)c1ccccc1C2=O,1
869,N#Cc1cccc(C#N)c1,0
2006,c1cc2c3oc3cc3ccc4c5oc5cc1c4c32,1
4008,Cc1cccc(C(=O)Cl)c1,1
356,CCN(N=O)C(=N)N[N+](=O)[O-],1
1162,Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,0
4453,[N-]=[N+]=NCC(O)CO,1
2306,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0
5781,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,0
1890,O=C(Nc1cccc(Cl)c1)c1csc([N+](=O)[O-])c1,1
579,CCNc1nc(Cl)nc(NC(C)C)n1,0
3475,CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)C12C,0
1691,O=[N+]([O-])c1cc2cc3ccc4cccc5ccc(c2o1)c3c45,1
862,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0
3824,CC(=O)Nc1ccc(/C=N/n2[nH]nc3c4ccccc4nc-3c2=O)cc1,1
4575,CCc1cc(-c2ccccc2)cc(CC)c1N,0
4126,CC1(C)CC(O)CC(C)(C)N1O,1
4543,CCN(CCC#N)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,1
1116,Oc1ccc(Cl)cc1,1
1541,O[C@]1[C]2O[C]2c2c3ccc4cccc5ccc(cc2[C@@]1O)c3c54,1
2629,COCCOC(C)=O,0
5758,O=[13C](N[13C@H]([13CH2]O)[13C@H](O)[13c]1[13cH][13cH][13c]([N+](=O)[O-])[13cH][13cH]1)[13CH](Cl)Cl,0
5395,CN1C[C@H](CBr)CC2c3cccc4[nH]cc(c34)C[C@H]21,1
4916,NC(=O)N(CCCC(=O)O)N=O,1
5184,CC(=O)OC(C(C)=O)N(C)N=O,1
5199,O[C@H]1[C@H](O)COC(NCCc2c[nH]c3ccccc23)[C@@H]1O,1
5770,CC1OC(O[C@H]2/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C2)O3)C(O)C(N)C1O,0
3630,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
5596,CN(C)CCNC(=O)c1cccc2cc3ccccc3cc12,1
3795,C1CCCNCC1,0
5626,CCOC(=O)NO,1
2052,Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1O,1
1776,O=c1cc2ccc3cccc4ccc([nH]1)c2c34,1
3123,COC(=O)c1ccc(O)cc1,0
4204,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,1
1592,O=[N+]([O-])c1c(Cl)cc2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2,0
1723,O=C(C=Cc1ccc(Oc2ccccc2)cc1)c1ccccc1,0
4591,O=[N+]([O-])c1cc2ccc(N(CCCl)CCCl)cc2o1,1
4296,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,0
490,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,1
4934,CC(C)=CCC[C@@](C)(O)[C@H]1CCC=CC1=O,1
1006,Nc1nc(Cl)cc(Cl)n1,0
3008,N#CCCC#N,0
5719,OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,1
1417,O=[N+]([O-])c1ccc2nscc2c1,1
25,CC(=O)OCN=[N+](C)[O-],1
1113,Nc1ccc2ccccc2c1N=Nc1ccc([N+](=O)[O-])cc1,1
2918,CC(=O)NNC(=O)c1ccccn1,0
1552,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1
5014,CC(=O)Nc1ccc2c3c(cccc13)-c1ccc(O)cc1-2,1
4383,C=C(C)c1ccc(C)c2ccc(CO)c-2c1,1
433,CCOC(=O)N(CC)N=O,1
4483,COc1cc(CC2CO2)ccc1O,1
3085,O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCCC3,1
3834,CCOC(=O)C(C)=O,0
2835,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0
2960,CC[C@H](C)[NH2+][C@H](C)CC,0
3539,CCCNc1snc2ccccc12,0
4357,Cc1ccc2cc3ccc4ccccc4c3cc2c1,1
5819,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1CCO[C@@H]1O2,0
3942,Cc1cccs1,0
1102,Oc1cccc(Cl)c1Cl,0
5329,CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(N=[N+]=[N-])ccc23)cc1,1
4031,COc1cc2c(cc1O)CCNC21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C([C@H]21)N3C)OCO4,1
194,O=Nc1ccc(Nc2ccccc2)cc1,1
615,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,0
643,CC(=O)O[C@@H]1[C@@H](O)C2OC3C=C(C)C(=O)C(O)[C@@]3(CO)[C@]1(C)[C@]21CO1,0
4211,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
5461,CC(=O)OCN(C)[N+](=O)[O-],1
4962,COc1cc(N)ccc1N,1
330,C=O,1
4581,CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,1
5520,[N-]=[N+]=N[C@H](c1ccccc1)[C@@H](O)CO,1
5090,COc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1
483,CCCl,1
3861,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,1
5000,CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,1
2059,Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,1
3731,Cc1cccn2c1nc1ccc(NO)nc12,1
32,NCCCCCCCCCCC(=O)O,0
3968,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,1
4618,NC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1Cl,0
3333,C1CN(SSN2CCOCC2)CCO1,0
1444,Clc1cccnc1Cl,1
2299,O=[N+]([O-])c1ccc(CNc2ncnc3nc[nH]c23)cc1,1
5720,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1c1ccc([N+](=O)[O-])cc1,1
1705,Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1Cl,1
2291,Cc1c(N=C=O)cccc1N=C=O,1
3043,CCOCCOC(=O)/C=C/c1ccc(OC)cc1,0
4247,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO,0
1401,O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc1ccccc12,1
3196,Cc1ccc(NCCO)cc1O,0
170,C1COCCO1,0
540,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0
3896,CC(C)(C)OCC1CO1,1
4394,Cc1cc(N)c(C)c2c1[nH]c1ccc(O)cc12,1
3624,O=C(OCc1ccc(Cl)cc1Cl)c1cccc2cccnc12,0
2600,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)O)CCC[C@]3(C)[C@H]2CC1,0
674,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,0
5665,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1CCO[C@@H]1O2,1
3648,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0
1815,c1ccc2c(c1)-c1ccc3ccccc3c1C1NC21,1
3941,Cn1cccc1,0
2100,O=[N+]([O-])c1ccnc2ccccc12,1
3443,CN(C)c1ncnc2nc[nH]c12,1
4944,COC(=O)[C@@H](C)Cl,1
2101,O[C@]1C=Cc2c3sc4ccccc4c3ccc2[C@@]1O,1
4971,COc1cc2c(cc1OC)-c1c3c(cc4c1[C@H](C2)N(C)CC4)OCO3,1
4456,C/C=C(Cl)C1=C(Cl)C(=O)[C@@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O,1
1548,O[C@]1[C]2O[C]2c2c3ccccc3ccc2[C@@]1O,1
2882,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0
355,C=CC(O)c1ccc(OC)cc1,0
2389,N[C@@H](CS/C(Cl)=C/Cl)C(=O)O,1
5292,c1cnc2c3c(ccc2c1)CCC1OC31,1
3240,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,1
5195,COC1OC(=O)C(Cl)=C1C(Cl)Cl,1
4176,CC1(C(N)=O)CO1,1
1051,O=[N+]([O-])c1ccc2c(ccc3c4ccccc4ccc23)c1,1
3396,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,1
3454,CC(=O)c1cc(N(C(N)=O)C(C)(C)C)ccc1OCC(O)CNC(C)(C)C,0
1751,Oc1c2c(c3c(ccc4c3ccc3ccc5ccccc5c34)c1O)O2,1
3895,CC(C)OCC1CO1,1
1772,O=C(C=Cc1ccc(-c2ccccc2)cc1)c1ccccc1,0
1196,Nc1ccc2nc3ccccc3cc2c1,1
1878,O[C@]1C=Cc2c3c4c(cc5ccccc5c4cc2[C@@]1O)-c1ccccc1-3,1
2016,OC1c2ccc3cccnc3c2C2OC2C1O,1
2005,c1cc2c3c(c1)C1NC1c1cccc(c1-3)C1NC21,1
3891,COC(=O)c1cc(-c2ccc(N)c(C(=O)OC)c2)ccc1N,1
1482,O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1
328,O=NN1CCN(N=O)CC1,1
648,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)O)cc1,0
2339,CCOC(=O)C1OC1c1ccccc1,0
1123,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,1
2655,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,0
4219,C/C=C/C1=CC(=O)[C@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O,1
3590,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,0
2998,CC(=O)c1ccccc1,0
4913,CNC(=O)Oc1cc2ccccc2c2ccccc12,1
1259,Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,1
2909,O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,0
5471,Cl[C@@H]1O[C@@H]1CBr,1
4572,CCc1cc(-c2ccccc2)ccc1N,1
1519,O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1C1OC41,1
1378,O=S(=O)(O)c1cccc2cccnc12,0
5639,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,1
1023,c1ccc2c(c1)oc1ccccc12,0
4377,CC(C)(/N=N/C(C)(C)C(=N)N)C(=N)N,1
4168,COC(=O)c1oc(N(O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1,0
3674,O=[N+]([O-])c1ccc2c(c1)-c1ccccc1C2,1
912,O=Cc1ccc([N+](=O)[O-])cc1,1
3857,c1cc2c3c(c1)ccc1cccc(c13)C2,1
1675,c1ccc2c(c1)-c1c(ccc3ccccc13)C1NC21,1
1746,O=C(Nc1snc2ccccc12)c1ccccc1,1
2842,CCCBr,0
1736,Nc1ccc(S(=O)(=O)[O-])cc1,0
1629,Nc1ccc2ccccc2n1,1
3631,CNCCCN1c2ccccc2CCc2ccccc21,0
430,CCOc1ccc(NC(C)=O)cc1,1
1808,O=Nc1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,1
3370,Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,1
2287,CNC(=O)Oc1cccc2ccccc12,1
3253,C#CCOCCN1C=CC=C/C1=C[NH+]=O,0
3328,Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,0
5680,CC1=C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,0
2222,CCCCC/C=CC/C=CCCCCCCCC(=O)O,0
3103,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1
5027,CC1=C[C@@H]2CCCC[C@H]2c2ccccc21,1
5233,CC(=O)OCN(N=O)c1ccccc1,1
3479,C[n+]1c2ccccc2c(N)c2ccccc21,1
5182,CCn1c(N)nc2c3ncc(C)nc3ccc21,1
5210,C=C1C(=O)[C@]23CCC4[C@](C)(C(=O)O)CCC[C@]4(C)C2CC[C@@]1(O)C3,1
1995,O=[N+]([O-])c1ccc2c3c(cccc13)-c1cc3ccccc3cc1-2,1
5465,COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1,1
2224,O=Cc1ccc2c(c1)OCO2,0
1106,c1ccc(P(c2ccccc2)c2ccccc2)cc1,0
3878,OCc1ccc2ccc3cccc4ccc1c2c34,1
818,c1ccsc1,0
